location,specificLocation,time,itemType,crowdLevel,lostCount,weather,dayType
Anohana Canteen,Anohana Canteen,19:40,waterbottle,high,10,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,18:53,wallet,high,7,sunny,weekday
New Building Canteen,New Building Canteen,18:05,waterbottle,high,9,rainy,weekday
New Building Canteen,New Building Canteen,17:52,keys,high,10,sunny,weekday
Juice Bar,Juice Bar,11:18,backpack,low,1,windy,weekend
Basement Canteen,Basement Canteen,22:54,card,low,2,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,12:14,wallet,medium,5,sunny,weekend
3rd Floor Study Area,3rd Floor Study Area,06:27,card,high,1,sunny,weekend
Juice Bar,Juice Bar,23:52,document,low,8,windy,weekday
Library,Library - 1st Floor,19:07,waterbottle,medium,7,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,15:40,phone,high,9,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,16:18,keys,high,8,rainy,weekday
P and S Cafeteria,P and S Cafeteria,18:10,wallet,high,10,rainy,weekend
Library,Library - 1st Floor,06:35,phone,low,6,rainy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,22:25,phone,medium,7,rainy,weekday
New Building Canteen,New Building Canteen,19:28,wallet,high,9,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,07:39,document,medium,7,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,15:27,waterbottle,medium,5,windy,weekend
Bird Nest Study Area,Bird Nest Study Area,09:14,backpack,high,8,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,01:37,laptop,medium,5,windy,weekday
New Building Canteen,New Building Canteen,16:50,backpack,high,10,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,20:44,waterbottle,medium,5,sunny,weekday
New Building Canteen,New Building Canteen,13:15,keys,high,9,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,15:32,backpack,medium,4,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,09:14,laptop,medium,1,cloudy,weekday
Basement Canteen,Basement Canteen,20:58,wallet,high,6,windy,weekday
Old Library Space,Old Library Space - 2nd Floor Study Area,16:59,phone,high,9,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,11:10,card,high,7,sunny,weekday
P and S Cafeteria,P and S Cafeteria,14:03,phone,high,9,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,08:06,waterbottle,high,10,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,11:45,card,high,7,windy,weekday
Anohana Canteen,Anohana Canteen,23:28,waterbottle,medium,6,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,18:21,waterbottle,low,6,cloudy,weekend
3rd Floor Study Area,3rd Floor Study Area,13:40,laptop,low,10,windy,weekday
Old Library Space,Old Library Space - Reference Section,20:19,laptop,medium,1,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,14:19,waterbottle,high,6,windy,weekday
New Building Canteen,New Building Canteen,21:46,waterbottle,high,9,cloudy,weekday
New Building Canteen,New Building Canteen,13:32,keys,high,7,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,13:59,backpack,low,7,windy,weekend
Juice Bar,Juice Bar,13:59,laptop,medium,7,rainy,weekday
Library,Library - 1st Floor,20:45,wallet,medium,8,windy,weekday
3rd Floor Study Area,3rd Floor Study Area,21:52,wallet,high,6,sunny,weekday
P and S Cafeteria,P and S Cafeteria,12:33,phone,high,10,rainy,weekend
Business Faculty Study Area,Business Faculty Study Area,21:23,card,medium,7,rainy,weekday
Basement Canteen,Basement Canteen,20:58,wallet,high,10,rainy,weekday
Library,Library - 2nd Floor,09:33,keys,high,7,cloudy,weekday
New Building Canteen,New Building Canteen,06:23,waterbottle,medium,7,sunny,weekend
Juice Bar,Juice Bar,09:21,keys,medium,8,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,16:32,card,medium,7,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,20:33,waterbottle,high,10,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,06:45,wallet,low,3,windy,weekend
New Building Canteen,New Building Canteen,12:26,waterbottle,high,10,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,20:14,waterbottle,medium,6,windy,weekend
New Building Canteen,New Building Canteen,22:17,waterbottle,medium,5,sunny,weekend
Bird Nest Canteen,Bird Nest Canteen,10:22,keys,high,9,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,20:26,laptop,high,8,windy,weekday
Library,Library - 2nd Floor,18:30,wallet,low,1,windy,weekend
3rd Floor Study Area,3rd Floor Study Area,05:14,waterbottle,medium,9,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,12:20,waterbottle,medium,5,sunny,weekend
New Building Canteen,New Building Canteen,13:34,backpack,high,8,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,22:04,phone,medium,8,windy,weekday
New Building Canteen,New Building Canteen,11:46,waterbottle,high,9,windy,weekday
P and S Cafeteria,P and S Cafeteria,17:20,waterbottle,high,10,windy,weekday
New Building Canteen,New Building Canteen,09:56,waterbottle,high,8,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,18:48,phone,low,2,windy,weekend
Bird Nest Study Area,Bird Nest Study Area,19:53,backpack,medium,6,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,16:17,document,medium,5,sunny,weekday
P and S Cafeteria,P and S Cafeteria,13:32,backpack,high,9,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,20:50,phone,medium,5,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,15:26,card,low,6,cloudy,weekday
Juice Bar,Juice Bar,23:27,backpack,low,1,sunny,weekend
Library,Library - 2nd Floor,13:40,phone,medium,7,windy,weekend
Anohana Canteen,Anohana Canteen,08:16,wallet,high,7,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,22:32,keys,high,4,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,19:21,waterbottle,medium,8,sunny,weekday
New Building Canteen,New Building Canteen,06:31,wallet,high,8,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,19:47,keys,high,10,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,08:42,waterbottle,medium,9,rainy,weekend
New Building Canteen,New Building Canteen,14:21,keys,high,10,sunny,weekday
Library,Library - 2nd Floor,13:16,waterbottle,high,10,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,22:30,document,medium,6,rainy,weekend
Anohana Canteen,Anohana Canteen,19:38,waterbottle,high,7,sunny,weekend
P and S Cafeteria,P and S Cafeteria,22:50,waterbottle,low,1,cloudy,weekday
Library,Library - 2nd Floor,19:15,wallet,low,2,sunny,weekend
Old Library Space,Old Library Space - Computer Section,16:41,phone,high,10,rainy,weekday
New Building Canteen,New Building Canteen,08:53,backpack,high,8,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,17:30,card,medium,4,windy,weekend
Juice Bar,Juice Bar,19:01,waterbottle,medium,5,cloudy,weekday
New Building Canteen,New Building Canteen,23:01,wallet,high,8,rainy,weekday
Library,Library - 1st Floor,19:23,keys,medium,7,cloudy,weekend
Basement Canteen,Basement Canteen,21:08,waterbottle,medium,8,windy,weekend
Library,Library - 1st Floor,18:56,backpack,medium,8,cloudy,weekend
P and S Cafeteria,P and S Cafeteria,12:04,waterbottle,high,10,rainy,weekday
Basement Canteen,Basement Canteen,13:27,phone,high,8,cloudy,weekday
New Building Canteen,New Building Canteen,17:10,waterbottle,high,10,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,13:07,backpack,high,7,rainy,weekday
Old Library Space,Old Library Space - Reading Room,16:38,wallet,high,8,rainy,weekday
Juice Bar,Juice Bar,13:55,wallet,medium,4,rainy,weekday
P and S Cafeteria,P and S Cafeteria,21:56,card,low,9,sunny,weekend
3rd Floor Study Area,3rd Floor Study Area,16:49,phone,medium,5,cloudy,weekday
Juice Bar,Juice Bar,11:25,waterbottle,medium,7,windy,weekday
P and S Cafeteria,P and S Cafeteria,06:35,wallet,medium,8,cloudy,weekend
Library,Library - 1st Floor,21:37,waterbottle,medium,5,windy,weekday
Old Library Space,Old Library Space - Computer Section,16:53,waterbottle,high,8,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,18:40,keys,high,9,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,18:30,wallet,high,8,sunny,weekday
Juice Bar,Juice Bar,13:10,waterbottle,low,4,rainy,weekend
Bird Nest Canteen,Bird Nest Canteen,19:57,document,high,8,windy,weekday
Basement Canteen,Basement Canteen,10:12,waterbottle,high,10,sunny,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,14:42,waterbottle,high,8,sunny,weekday
Juice Bar,Juice Bar,20:32,card,low,3,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,08:03,keys,medium,4,cloudy,weekend
Old Library Space,Old Library Space - 2nd Floor Study Area,10:40,keys,medium,8,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,19:15,waterbottle,medium,8,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,22:13,keys,medium,9,rainy,weekend
Bird Nest Canteen,Bird Nest Canteen,10:58,keys,high,4,cloudy,weekend
Basement Canteen,Basement Canteen,16:18,backpack,low,8,sunny,weekday
New Building Canteen,New Building Canteen,22:28,wallet,medium,8,rainy,weekend
P and S Cafeteria,P and S Cafeteria,13:34,keys,high,10,windy,weekend
Library,Library - 1st Floor,19:17,wallet,medium,5,cloudy,weekday
Library,Library - 1st Floor,03:38,wallet,high,2,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,07:49,backpack,high,7,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,13:50,waterbottle,high,8,windy,weekday
Old Library Space,Old Library Space - Reading Room,16:36,keys,medium,1,windy,weekday
Basement Canteen,Basement Canteen,20:28,wallet,low,9,windy,weekday
P and S Cafeteria,P and S Cafeteria,09:23,wallet,medium,8,sunny,weekend
Business Faculty Study Area,Business Faculty Study Area,16:38,waterbottle,medium,10,rainy,weekend
Bird Nest Canteen,Bird Nest Canteen,02:05,card,high,6,windy,weekday
3rd Floor Study Area,3rd Floor Study Area,09:55,waterbottle,medium,1,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,10:45,wallet,high,8,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,19:40,card,high,10,rainy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,12:46,phone,medium,9,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,10:49,wallet,medium,6,rainy,weekend
Old Library Space,Old Library Space - 2nd Floor Study Area,19:45,backpack,medium,6,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,13:23,phone,high,10,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,13:42,waterbottle,medium,10,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,18:27,backpack,high,10,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,06:01,phone,medium,6,sunny,weekday
P and S Cafeteria,P and S Cafeteria,19:14,waterbottle,high,10,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,22:41,backpack,medium,4,sunny,weekday
Library,Library - 1st Floor,22:07,phone,medium,6,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,20:04,wallet,medium,6,rainy,weekday
Library,Library - 1st Floor,21:45,waterbottle,medium,4,windy,weekday
Bird Nest Study Area,Bird Nest Study Area,21:20,waterbottle,medium,9,windy,weekend
Bird Nest Study Area,Bird Nest Study Area,13:59,phone,high,10,sunny,weekday
Library,Library - 2nd Floor,14:17,backpack,high,10,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,21:41,waterbottle,medium,10,rainy,weekday
New Building Canteen,New Building Canteen,08:42,phone,high,10,cloudy,weekend
P and S Cafeteria,P and S Cafeteria,13:17,phone,high,10,rainy,weekend
Juice Bar,Juice Bar,18:42,waterbottle,low,5,windy,weekend
Library,Library - 2nd Floor,22:17,wallet,medium,4,cloudy,weekday
New Building Canteen,New Building Canteen,17:07,backpack,high,10,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,14:49,backpack,medium,7,sunny,weekday
Basement Canteen,Basement Canteen,10:41,wallet,high,8,rainy,weekend
New Building Canteen,New Building Canteen,13:32,keys,high,10,sunny,weekend
Bird Nest Study Area,Bird Nest Study Area,22:33,keys,medium,4,sunny,weekday
P and S Cafeteria,P and S Cafeteria,15:08,phone,high,10,rainy,weekday
New Building Canteen,New Building Canteen,07:51,waterbottle,high,9,windy,weekday
Juice Bar,Juice Bar,19:41,wallet,low,3,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,11:32,wallet,high,5,windy,weekday
New Building Canteen,New Building Canteen,08:19,wallet,high,7,sunny,weekend
Basement Canteen,Basement Canteen,08:32,waterbottle,high,10,rainy,weekday
New Building Canteen,New Building Canteen,19:27,wallet,high,9,sunny,weekday
Anohana Canteen,Anohana Canteen,23:54,waterbottle,high,9,sunny,weekday
Basement Canteen,Basement Canteen,04:44,waterbottle,medium,3,windy,weekday
Library,Library - 2nd Floor,19:13,keys,low,1,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,13:03,card,high,10,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,17:28,waterbottle,high,10,rainy,weekday
Library,Library - 2nd Floor,07:59,phone,medium,7,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,09:09,waterbottle,medium,6,cloudy,weekday
Juice Bar,Juice Bar,11:32,keys,medium,6,windy,weekday
Old Library Space,Old Library Space - 2nd Floor Study Area,20:34,phone,medium,6,cloudy,weekday
Juice Bar,Juice Bar,14:58,waterbottle,medium,7,sunny,weekday
P and S Cafeteria,P and S Cafeteria,17:01,wallet,high,8,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,22:16,laptop,low,4,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,19:52,keys,medium,4,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,11:46,wallet,medium,6,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,20:40,waterbottle,medium,9,cloudy,weekday
Library,Library - 1st Floor,08:03,waterbottle,medium,7,cloudy,weekend
New Building Canteen,New Building Canteen,09:55,keys,low,10,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,12:35,phone,high,10,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,03:52,backpack,high,3,cloudy,weekday
Juice Bar,Juice Bar,18:56,wallet,low,1,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,09:40,laptop,high,10,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,11:41,waterbottle,medium,3,windy,weekday
Bird Nest Study Area,Bird Nest Study Area,06:56,phone,low,5,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,11:43,backpack,medium,9,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,07:44,phone,low,7,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,04:50,card,medium,9,cloudy,weekday
Library,Library - 2nd Floor,10:27,phone,high,9,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,16:50,phone,medium,3,cloudy,weekday
Juice Bar,Juice Bar,14:41,waterbottle,medium,5,cloudy,weekday
New Building Canteen,New Building Canteen,14:32,keys,high,7,cloudy,weekday
Old Library Space,Old Library Space - Computer Section,14:39,phone,medium,4,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,19:33,keys,high,10,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,17:14,phone,high,10,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,11:46,waterbottle,medium,4,windy,weekday
P and S Cafeteria,P and S Cafeteria,16:56,waterbottle,medium,7,windy,weekend
Bird Nest Study Area,Bird Nest Study Area,09:54,card,medium,9,rainy,weekend
Library,Library - 2nd Floor,17:48,waterbottle,high,8,windy,weekday
Library,Library - 1st Floor,09:28,laptop,high,8,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,09:36,phone,high,8,cloudy,weekday
New Building Canteen,New Building Canteen,17:32,keys,high,10,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,23:02,card,low,6,rainy,weekend
Business Faculty Study Area,Business Faculty Study Area,07:29,phone,low,2,cloudy,weekend
New Building Canteen,New Building Canteen,17:40,waterbottle,high,10,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,11:06,wallet,high,7,windy,weekday
Old Library Space,Old Library Space - Reading Room,15:07,waterbottle,medium,5,rainy,weekend
Library,Library - 2nd Floor,19:44,waterbottle,medium,7,sunny,weekend
Bird Nest Canteen,Bird Nest Canteen,07:04,keys,medium,3,sunny,weekday
P and S Cafeteria,P and S Cafeteria,14:58,card,medium,8,rainy,weekend
New Building Canteen,New Building Canteen,10:06,wallet,low,4,cloudy,weekday
New Building Canteen,New Building Canteen,20:20,waterbottle,high,10,rainy,weekday
Library,Library - 1st Floor,11:22,waterbottle,high,10,rainy,weekday
Juice Bar,Juice Bar,08:20,phone,medium,8,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,12:06,wallet,low,6,windy,weekday
Old Library Space,Old Library Space - Reference Section,20:41,keys,medium,6,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,22:39,waterbottle,medium,5,rainy,weekday
Juice Bar,Juice Bar,13:56,laptop,medium,10,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,08:55,wallet,high,8,rainy,weekend
New Building Canteen,New Building Canteen,02:11,document,high,4,rainy,weekend
New Building Canteen,New Building Canteen,10:27,waterbottle,medium,5,sunny,weekend
P and S Cafeteria,P and S Cafeteria,19:42,keys,high,10,cloudy,weekday
New Building Canteen,New Building Canteen,13:51,keys,high,10,windy,weekday
Library,Library - 1st Floor,06:42,waterbottle,low,3,windy,weekend
New Building Canteen,New Building Canteen,16:39,phone,high,10,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,09:42,document,high,9,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,16:52,waterbottle,high,7,windy,weekend
P and S Cafeteria,P and S Cafeteria,12:02,waterbottle,high,9,windy,weekday
P and S Cafeteria,P and S Cafeteria,06:00,waterbottle,medium,5,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,14:52,wallet,high,9,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,15:38,wallet,high,10,rainy,weekend
Basement Canteen,Basement Canteen,23:38,phone,medium,6,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,16:12,phone,high,4,windy,weekend
Old Library Space,Old Library Space - Reading Room,16:09,waterbottle,medium,8,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,16:00,backpack,medium,6,sunny,weekday
Library,Library - 1st Floor,20:40,keys,medium,5,sunny,weekday
Juice Bar,Juice Bar,15:53,card,low,4,rainy,weekend
Business Faculty Study Area,Business Faculty Study Area,07:57,waterbottle,low,4,windy,weekend
Juice Bar,Juice Bar,14:01,backpack,medium,7,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,09:39,phone,high,10,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,08:10,wallet,high,6,windy,weekday
Bird Nest Study Area,Bird Nest Study Area,22:17,keys,low,2,windy,weekend
Business Faculty Study Area,Business Faculty Study Area,12:38,waterbottle,medium,8,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,22:50,card,medium,8,cloudy,weekend
Bird Nest Study Area,Bird Nest Study Area,12:17,waterbottle,high,10,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,07:20,keys,high,9,rainy,weekend
Library,Library - 2nd Floor,08:41,wallet,medium,5,cloudy,weekend
P and S Cafeteria,P and S Cafeteria,11:13,waterbottle,high,10,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,21:42,waterbottle,low,3,rainy,weekend
New Building Canteen,New Building Canteen,15:21,phone,high,10,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,17:50,keys,medium,8,rainy,weekday
Library,Library - 1st Floor,06:03,waterbottle,medium,7,windy,weekday
Library,Library - 1st Floor,19:17,wallet,medium,2,sunny,weekday
Basement Canteen,Basement Canteen,22:10,backpack,medium,5,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,03:02,keys,low,7,sunny,weekend
Anohana Canteen,Anohana Canteen,09:30,keys,high,10,cloudy,weekday
Library,Library - 1st Floor,09:29,document,medium,5,sunny,weekend
New Building Canteen,New Building Canteen,21:16,wallet,medium,6,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,11:55,wallet,medium,5,windy,weekend
Library,Library - 1st Floor,16:01,backpack,low,8,rainy,weekday
Basement Canteen,Basement Canteen,08:29,wallet,high,6,cloudy,weekday
Basement Canteen,Basement Canteen,20:02,card,medium,1,cloudy,weekday
Basement Canteen,Basement Canteen,08:15,phone,high,1,rainy,weekday
Old Library Space,Old Library Space - Computer Section,10:17,keys,high,8,cloudy,weekday
Library,Library - 2nd Floor,23:17,waterbottle,low,2,windy,weekend
Business Faculty Study Area,Business Faculty Study Area,16:18,wallet,high,4,sunny,weekday
New Building Canteen,New Building Canteen,14:41,waterbottle,high,9,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,14:34,document,low,2,windy,weekend
New Building Canteen,New Building Canteen,19:28,card,high,10,windy,weekday
P and S Cafeteria,P and S Cafeteria,16:06,backpack,high,8,cloudy,weekend
P and S Cafeteria,P and S Cafeteria,20:58,wallet,medium,5,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,12:26,phone,high,10,rainy,weekday
New Building Canteen,New Building Canteen,21:52,document,medium,10,rainy,weekend
New Building Canteen,New Building Canteen,13:16,keys,high,10,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,14:52,card,medium,7,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,13:24,waterbottle,high,10,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,14:19,phone,high,9,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,09:45,phone,low,5,cloudy,weekend
Juice Bar,Juice Bar,00:06,phone,medium,2,rainy,weekday
New Building Canteen,New Building Canteen,08:53,keys,high,7,windy,weekend
New Building Canteen,New Building Canteen,19:22,phone,high,10,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,20:11,phone,medium,7,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,13:20,waterbottle,medium,4,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,10:54,phone,medium,7,sunny,weekend
New Building Canteen,New Building Canteen,12:50,wallet,high,7,sunny,weekend
Bird Nest Study Area,Bird Nest Study Area,06:28,keys,medium,2,cloudy,weekday
Old Library Space,Old Library Space - Reference Section,23:45,phone,low,1,cloudy,weekend
New Building Canteen,New Building Canteen,11:11,card,high,8,sunny,weekday
Juice Bar,Juice Bar,11:26,waterbottle,medium,7,rainy,weekday
Juice Bar,Juice Bar,13:36,waterbottle,low,5,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,02:07,backpack,medium,1,cloudy,weekday
Library,Library - 1st Floor,07:23,keys,low,5,rainy,weekend
3rd Floor Study Area,3rd Floor Study Area,06:11,waterbottle,high,1,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,08:33,keys,high,10,windy,weekday
3rd Floor Study Area,3rd Floor Study Area,19:04,wallet,medium,1,sunny,weekday
New Building Canteen,New Building Canteen,11:03,backpack,medium,2,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,19:35,phone,medium,8,windy,weekday
Juice Bar,Juice Bar,11:19,waterbottle,medium,6,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,17:37,waterbottle,high,9,windy,weekday
Basement Canteen,Basement Canteen,20:41,keys,low,1,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,17:44,waterbottle,medium,3,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,22:15,keys,high,10,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,21:25,waterbottle,medium,7,cloudy,weekday
Juice Bar,Juice Bar,13:58,wallet,medium,6,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,20:03,card,medium,3,sunny,weekend
Bird Nest Study Area,Bird Nest Study Area,01:12,waterbottle,low,6,rainy,weekend
P and S Cafeteria,P and S Cafeteria,16:54,backpack,high,10,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,16:16,backpack,medium,7,windy,weekend
Bird Nest Canteen,Bird Nest Canteen,06:00,wallet,medium,10,rainy,weekend
Old Library Space,Old Library Space - Reference Section,14:15,card,medium,4,sunny,weekday
Old Library Space,Old Library Space - Computer Section,10:47,backpack,low,1,windy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,07:12,backpack,low,2,sunny,weekend
New Building Canteen,New Building Canteen,05:44,wallet,high,8,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,17:23,waterbottle,high,10,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,08:02,backpack,medium,7,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,22:21,waterbottle,low,3,rainy,weekend
3rd Floor Study Area,3rd Floor Study Area,04:46,document,medium,9,windy,weekend
P and S Cafeteria,P and S Cafeteria,09:53,wallet,high,10,rainy,weekday
P and S Cafeteria,P and S Cafeteria,23:09,waterbottle,medium,7,rainy,weekend
Business Faculty Study Area,Business Faculty Study Area,19:10,wallet,medium,1,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,10:04,waterbottle,medium,7,windy,weekday
New Building Canteen,New Building Canteen,06:18,wallet,medium,8,sunny,weekend
Bird Nest Canteen,Bird Nest Canteen,14:36,waterbottle,medium,9,windy,weekend
Bird Nest Canteen,Bird Nest Canteen,13:17,wallet,high,9,rainy,weekend
Juice Bar,Juice Bar,23:10,keys,low,3,sunny,weekday
Juice Bar,Juice Bar,13:40,phone,medium,6,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,08:01,keys,high,10,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,23:24,wallet,medium,5,cloudy,weekday
Juice Bar,Juice Bar,16:51,waterbottle,low,1,cloudy,weekend
P and S Cafeteria,P and S Cafeteria,07:40,backpack,high,8,rainy,weekday
Library,Library - 2nd Floor,07:02,keys,low,3,rainy,weekend
P and S Cafeteria,P and S Cafeteria,14:00,waterbottle,high,10,windy,weekday
P and S Cafeteria,P and S Cafeteria,11:23,backpack,high,10,rainy,weekday
3rd Floor Study Area,3rd Floor Study Area,08:16,waterbottle,medium,9,rainy,weekend
Library,Library - 2nd Floor,12:40,keys,medium,6,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,11:09,backpack,low,2,windy,weekday
Basement Canteen,Basement Canteen,02:06,backpack,high,10,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,18:06,document,medium,6,sunny,weekday
Juice Bar,Juice Bar,21:59,waterbottle,low,4,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,16:35,waterbottle,medium,6,sunny,weekend
Bird Nest Canteen,Bird Nest Canteen,20:58,backpack,high,10,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,20:13,card,high,7,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,17:48,phone,medium,7,windy,weekend
P and S Cafeteria,P and S Cafeteria,19:56,phone,high,10,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,14:04,laptop,medium,5,rainy,weekend
Library,Library - 2nd Floor,07:39,wallet,medium,3,sunny,weekday
Library,Library - 2nd Floor,23:55,backpack,medium,8,rainy,weekday
Basement Canteen,Basement Canteen,19:50,keys,high,2,windy,weekend
Anohana Canteen,Anohana Canteen,03:54,keys,medium,4,sunny,weekday
