location,time,itemType,crowdLevel,lostCount,weather,dayType,timestamp,incident_occurred,reported_at
Bird Nest Canteen,10:11,bag,high,8,sunny,weekend,2024-12-07 10:11:49,,
Juice Bar,10:13,document,medium,7,cloudy,weekend,2024-12-07 10:13:37,,
P and S Cafeteria,10:19,document,very_high,5,sunny,weekend,2024-12-07 10:19:53,,
Basement Canteen,10:24,other,medium,2,cloudy,weekend,2024-12-07 10:24:38,,
Anohana Canteen,10:46,bag,high,7,sunny,weekend,2024-12-07 10:46:16,,
Bird Nest Study Area,11:05,laptop,very_high,2,rainy,weekend,2024-12-07 11:05:13,,
P and S Cafeteria,11:06,laptop,high,5,sunny,weekend,2024-12-07 11:06:35,,
Bird Nest Canteen,11:24,document,high,6,cloudy,weekend,2024-12-07 11:24:59,,
Juice Bar,11:54,laptop,very_high,4,sunny,weekend,2024-12-07 11:54:29,,
New Building Canteen,11:57,keys,very_high,3,cloudy,weekend,2024-12-07 11:57:21,,
Library,11:58,bag,medium,7,sunny,weekend,2024-12-07 11:58:12,,
Business Faculty Study Area,11:59,bag,very_high,5,cloudy,weekend,2024-12-07 11:59:06,,
3rd Floor Study Area,11:59,document,high,2,sunny,weekend,2024-12-07 11:59:08,,
Old Library Space,11:59,other,high,1,rainy,weekend,2024-12-07 11:59:40,,
P and S Cafeteria,12:12,document,high,4,sunny,weekend,2024-12-07 12:12:26,,
Basement Canteen,12:21,keys,very_high,9,cloudy,weekend,2024-12-07 12:21:13,,
Anohana Canteen,12:22,keys,high,1,sunny,weekend,2024-12-07 12:22:36,,
Bird Nest Canteen,12:33,keys,high,9,sunny,weekend,2024-12-07 12:33:06,,
P and S Cafeteria,13:13,bag,high,9,rainy,weekend,2024-12-07 13:13:22,,
Bird Nest Study Area,13:14,wallet,high,2,stormy,weekend,2024-12-07 13:14:25,,
Study Area 4th Floor New Building,13:29,other,high,3,rainy,weekend,2024-12-07 13:29:27,,
Anohana Canteen,13:35,laptop,high,9,sunny,weekend,2024-12-07 13:35:29,,
Bird Nest Canteen,13:47,phone,high,7,rainy,weekend,2024-12-07 13:47:15,,
Juice Bar,13:53,laptop,high,5,rainy,weekend,2024-12-07 13:53:21,,
New Building Canteen,14:01,keys,high,4,rainy,weekend,2024-12-07 14:01:07,,
Library outdoor Space storage,14:14,bag,very_high,2,stormy,weekend,2024-12-07 14:14:33,,
Basement Canteen,14:25,bag,high,6,sunny,weekend,2024-12-07 14:25:24,,
Business Faculty Study Area,14:26,other,very_high,2,sunny,weekend,2024-12-07 14:26:01,,
P and S Cafeteria,14:34,other,high,10,sunny,weekend,2024-12-07 14:34:40,,
Anohana Canteen,14:35,document,high,10,rainy,weekend,2024-12-07 14:35:12,,
Library,14:57,phone,high,5,rainy,weekend,2024-12-07 14:57:58,,
Bird Nest Canteen,15:13,other,very_high,9,sunny,weekend,2024-12-07 15:13:51,,
Old Library Space,15:19,laptop,medium,1,cloudy,weekend,2024-12-07 15:19:57,,
3rd Floor Study Area,15:26,bag,medium,1,stormy,weekend,2024-12-07 15:26:09,,
Anohana Canteen,15:36,laptop,very_high,5,cloudy,weekend,2024-12-07 15:36:44,,
P and S Cafeteria,15:52,document,high,7,sunny,weekend,2024-12-07 15:52:50,,
Study Area 4th Floor New Building,16:00,laptop,very_high,1,rainy,weekend,2024-12-07 16:00:03,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,16:01,wallet,high,1,cloudy,weekend,2024-12-07 16:01:09,,
Basement Canteen,16:04,wallet,very_high,6,rainy,weekend,2024-12-07 16:04:57,,
Bird Nest Study Area,16:07,wallet,high,2,stormy,weekend,2024-12-07 16:07:20,,
New Building Canteen,16:26,laptop,high,5,rainy,weekend,2024-12-07 16:26:10,,
Juice Bar,16:30,keys,very_high,3,rainy,weekend,2024-12-07 16:30:04,,
Bird Nest Canteen,16:30,other,high,3,rainy,weekend,2024-12-07 16:30:50,,
Main Building 5th floor outside space Storage Cabin,16:37,laptop,high,1,cloudy,weekend,2024-12-07 16:37:22,,
New Building Bio Laboratory outside space Storage Cabins,16:56,bag,high,1,rainy,weekend,2024-12-07 16:56:51,,
P and S Cafeteria,17:07,wallet,high,5,cloudy,weekend,2024-12-07 17:07:14,,
Anohana Canteen,17:15,phone,high,13,cloudy,weekend,2024-12-07 17:15:53,,
Library,17:35,wallet,very_high,5,cloudy,weekend,2024-12-07 17:35:22,,
Old Library Space,18:03,wallet,low,3,cloudy,weekend,2024-12-07 18:03:13,,
Business Faculty Study Area,18:06,document,low,2,stormy,weekend,2024-12-07 18:06:32,,
P and S Cafeteria,18:11,document,low,8,sunny,weekend,2024-12-07 18:11:28,,
Bird Nest Study Area,18:22,laptop,low,3,cloudy,weekend,2024-12-07 18:22:11,,
Study Area 4th Floor New Building,18:35,wallet,low,2,sunny,weekend,2024-12-07 18:35:27,,
3rd Floor Study Area,18:53,other,low,1,sunny,weekend,2024-12-07 18:53:53,,
P and S Cafeteria,19:17,wallet,low,7,sunny,weekend,2024-12-07 19:17:27,,
Library,20:22,wallet,low,4,sunny,weekend,2024-12-07 20:22:33,,
P and S Cafeteria,08:32,other,high,14,cloudy,weekend,2024-12-08 08:32:43,,
New Building Bio Laboratory outside space Storage Cabins,08:44,bag,high,1,cloudy,weekend,2024-12-08 08:44:49,,
Anohana Canteen,08:57,keys,high,1,rainy,weekend,2024-12-08 08:57:55,,
New Building Canteen,09:08,wallet,high,3,cloudy,weekend,2024-12-08 09:08:31,,
Basement Canteen,09:26,other,very_high,3,rainy,weekend,2024-12-08 09:26:10,,
Business Faculty Study Area,09:28,phone,high,1,cloudy,weekend,2024-12-08 09:28:19,,
3rd Floor Study Area,09:32,other,high,4,sunny,weekend,2024-12-08 09:32:31,,
Bird Nest Canteen,09:34,bag,very_high,7,sunny,weekend,2024-12-08 09:34:06,,
Library,09:47,wallet,high,1,sunny,weekend,2024-12-08 09:47:51,,
P and S Cafeteria,09:50,bag,medium,7,sunny,weekend,2024-12-08 09:50:43,,
Old Library Space,09:51,bag,high,4,stormy,weekend,2024-12-08 09:51:02,,
Study Area 4th Floor New Building,09:55,other,very_high,2,cloudy,weekend,2024-12-08 09:55:29,,
Anohana Canteen,10:22,document,medium,5,cloudy,weekend,2024-12-08 10:22:46,,
Bird Nest Study Area,10:38,wallet,high,4,stormy,weekend,2024-12-08 10:38:39,,
P and S Cafeteria,10:49,keys,high,5,sunny,weekend,2024-12-08 10:49:40,,
Juice Bar,11:03,document,very_high,5,cloudy,weekend,2024-12-08 11:03:35,,
Bird Nest Canteen,11:08,phone,high,7,cloudy,weekend,2024-12-08 11:08:25,,
New Building Canteen,11:14,laptop,medium,6,sunny,weekend,2024-12-08 11:14:38,,
Basement Canteen,11:21,phone,high,3,stormy,weekend,2024-12-08 11:21:33,,
Anohana Canteen,11:48,wallet,medium,4,cloudy,weekend,2024-12-08 11:48:31,,
Library,11:50,bag,high,3,sunny,weekend,2024-12-08 11:50:12,,
P and S Cafeteria,12:08,wallet,high,8,sunny,weekend,2024-12-08 12:08:34,,
Library outdoor Space storage,12:21,other,medium,1,cloudy,weekend,2024-12-08 12:21:55,,
Bird Nest Canteen,12:38,document,medium,4,stormy,weekend,2024-12-08 12:38:25,,
Study Area 4th Floor New Building,12:42,laptop,very_high,3,sunny,weekend,2024-12-08 12:42:01,,
Bird Nest Study Area,12:47,other,very_high,1,stormy,weekend,2024-12-08 12:47:06,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,12:51,bag,medium,1,cloudy,weekend,2024-12-08 12:51:15,,
Old Library Space,12:52,document,very_high,3,stormy,weekend,2024-12-08 12:52:04,,
Business Faculty Study Area,12:54,wallet,very_high,6,sunny,weekend,2024-12-08 12:54:57,,
Anohana Canteen,12:57,laptop,high,4,sunny,weekend,2024-12-08 12:57:21,,
P and S Cafeteria,13:14,phone,very_high,5,sunny,weekend,2024-12-08 13:14:39,,
Juice Bar,13:19,phone,medium,4,sunny,weekend,2024-12-08 13:19:21,,
Basement Canteen,13:20,document,very_high,4,cloudy,weekend,2024-12-08 13:20:42,,
3rd Floor Study Area,13:31,phone,medium,3,cloudy,weekend,2024-12-08 13:31:17,,
Bird Nest Canteen,13:47,bag,very_high,5,sunny,weekend,2024-12-08 13:47:23,,
New Building Canteen,13:48,bag,high,4,sunny,weekend,2024-12-08 13:48:29,,
Anohana Canteen,14:28,laptop,medium,8,sunny,weekend,2024-12-08 14:28:53,,
P and S Cafeteria,14:32,phone,medium,7,sunny,weekend,2024-12-08 14:32:42,,
Library,14:38,phone,high,6,cloudy,weekend,2024-12-08 14:38:46,,
Main Building 5th floor outside space Storage Cabin,14:45,phone,very_high,3,rainy,weekend,2024-12-08 14:45:31,,
Bird Nest Canteen,14:52,keys,high,4,stormy,weekend,2024-12-08 14:52:38,,
Bird Nest Study Area,15:04,keys,high,3,sunny,weekend,2024-12-08 15:04:29,,
Business Faculty Study Area,15:14,other,high,1,stormy,weekend,2024-12-08 15:14:35,,
Basement Canteen,15:23,document,high,6,rainy,weekend,2024-12-08 15:23:06,,
Old Library Space,15:33,wallet,high,4,sunny,weekend,2024-12-08 15:33:57,,
Juice Bar,15:40,keys,very_high,3,stormy,weekend,2024-12-08 15:40:20,,
Study Area 4th Floor New Building,15:53,phone,very_high,1,cloudy,weekend,2024-12-08 15:53:24,,
P and S Cafeteria,15:53,other,high,8,stormy,weekend,2024-12-08 15:53:38,,
Anohana Canteen,16:08,other,high,3,sunny,weekend,2024-12-08 16:08:55,,
New Building Canteen,16:23,document,high,1,sunny,weekend,2024-12-08 16:23:37,,
Bird Nest Canteen,16:34,wallet,high,5,sunny,weekend,2024-12-08 16:34:27,,
New Building Bio Laboratory outside space Storage Cabins,16:52,keys,very_high,1,sunny,weekend,2024-12-08 16:52:29,,
Library,17:12,phone,high,2,rainy,weekend,2024-12-08 17:12:11,,
P and S Cafeteria,17:13,document,high,12,cloudy,weekend,2024-12-08 17:13:17,,
3rd Floor Study Area,17:13,phone,high,2,sunny,weekend,2024-12-08 17:13:57,,
Library outdoor Space storage,17:14,other,medium,1,cloudy,weekend,2024-12-08 17:14:19,,
Anohana Canteen,17:20,keys,very_high,11,cloudy,weekend,2024-12-08 17:20:03,,
Bird Nest Study Area,17:44,wallet,medium,4,cloudy,weekend,2024-12-08 17:44:34,,
Business Faculty Study Area,17:49,laptop,high,2,cloudy,weekend,2024-12-08 17:49:46,,
Bird Nest Canteen,17:55,bag,high,7,cloudy,weekend,2024-12-08 17:55:51,,
Study Area 4th Floor New Building,18:08,bag,low,5,cloudy,weekend,2024-12-08 18:08:51,,
P and S Cafeteria,18:17,document,low,1,sunny,weekend,2024-12-08 18:17:35,,
Old Library Space,19:05,document,low,2,sunny,weekend,2024-12-08 19:05:03,,
P and S Cafeteria,19:15,other,low,9,sunny,weekend,2024-12-08 19:15:20,,
Library,20:04,other,low,3,cloudy,weekend,2024-12-08 20:04:42,,
P and S Cafeteria,08:30,phone,very_high,2,sunny,weekday,2024-12-09 08:30:47,,
Bird Nest Canteen,08:43,bag,very_high,3,sunny,weekday,2024-12-09 08:43:17,,
Bird Nest Study Area,08:46,document,very_high,2,rainy,weekday,2024-12-09 08:46:05,,
Anohana Canteen,08:54,document,very_high,2,sunny,weekday,2024-12-09 08:54:35,,
Basement Canteen,09:12,laptop,high,1,cloudy,weekday,2024-12-09 09:12:20,,
Juice Bar,09:29,phone,high,4,cloudy,weekday,2024-12-09 09:29:52,,
Library,09:36,bag,medium,1,sunny,weekday,2024-12-09 09:36:12,,
P and S Cafeteria,09:38,bag,high,9,sunny,weekday,2024-12-09 09:38:26,,
Library outdoor Space storage,09:39,document,medium,1,cloudy,weekday,2024-12-09 09:39:29,,
Study Area 4th Floor New Building,09:42,laptop,high,1,sunny,weekday,2024-12-09 09:42:16,,
Anohana Canteen,09:57,wallet,high,5,sunny,weekday,2024-12-09 09:57:49,,
Bird Nest Canteen,10:19,keys,high,5,rainy,weekday,2024-12-09 10:19:25,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,10:30,document,high,1,sunny,weekday,2024-12-09 10:30:55,,
Business Faculty Study Area,10:31,wallet,medium,3,sunny,weekday,2024-12-09 10:31:41,,
New Building Canteen,10:38,bag,medium,3,sunny,weekday,2024-12-09 10:38:58,,
Old Library Space,10:51,laptop,high,6,sunny,weekday,2024-12-09 10:51:14,,
Basement Canteen,10:54,bag,high,4,stormy,weekday,2024-12-09 10:54:27,,
P and S Cafeteria,11:02,phone,high,7,cloudy,weekday,2024-12-09 11:02:17,,
Main Building 5th floor outside space Storage Cabin,11:13,keys,high,2,sunny,weekday,2024-12-09 11:13:46,,
Juice Bar,11:22,wallet,high,6,sunny,weekday,2024-12-09 11:22:28,,
Anohana Canteen,11:23,document,medium,5,sunny,weekday,2024-12-09 11:23:33,,
3rd Floor Study Area,11:41,bag,high,1,rainy,weekday,2024-12-09 11:41:09,,
Bird Nest Canteen,11:45,wallet,medium,7,sunny,weekday,2024-12-09 11:45:03,,
Bird Nest Study Area,11:46,other,medium,4,stormy,weekday,2024-12-09 11:46:35,,
New Building Bio Laboratory outside space Storage Cabins,11:47,wallet,high,1,stormy,weekday,2024-12-09 11:47:52,,
Library,11:57,keys,high,2,sunny,weekday,2024-12-09 11:57:01,,
P and S Cafeteria,12:22,bag,very_high,4,sunny,weekday,2024-12-09 12:22:06,,
Anohana Canteen,12:39,laptop,very_high,5,cloudy,weekday,2024-12-09 12:39:09,,
New Building Canteen,12:46,other,very_high,5,cloudy,weekday,2024-12-09 12:46:22,,
Business Faculty Study Area,12:50,laptop,very_high,3,cloudy,weekday,2024-12-09 12:50:25,,
Old Library Space,12:55,laptop,very_high,1,sunny,weekday,2024-12-09 12:55:27,,
Basement Canteen,13:04,phone,very_high,5,sunny,weekday,2024-12-09 13:04:21,,
Bird Nest Canteen,13:05,wallet,very_high,7,cloudy,weekday,2024-12-09 13:05:55,,
P and S Cafeteria,13:12,wallet,very_high,6,sunny,weekday,2024-12-09 13:12:25,,
Study Area 4th Floor New Building,13:42,keys,very_high,3,sunny,weekday,2024-12-09 13:42:04,,
Anohana Canteen,13:47,phone,very_high,6,cloudy,weekday,2024-12-09 13:47:51,,
New Building Canteen,14:11,wallet,high,5,sunny,weekday,2024-12-09 14:11:31,,
Juice Bar,14:12,keys,high,1,sunny,weekday,2024-12-09 14:12:18,,
P and S Cafeteria,14:15,phone,medium,4,rainy,weekday,2024-12-09 14:15:15,,
Bird Nest Canteen,14:33,keys,high,7,cloudy,weekday,2024-12-09 14:33:04,,
Basement Canteen,14:37,document,medium,5,sunny,weekday,2024-12-09 14:37:41,,
Library,14:48,keys,high,3,cloudy,weekday,2024-12-09 14:48:07,,
Bird Nest Study Area,15:10,bag,medium,3,stormy,weekday,2024-12-09 15:10:33,,
P and S Cafeteria,15:12,phone,medium,7,stormy,weekday,2024-12-09 15:12:32,,
Anohana Canteen,15:26,other,medium,12,cloudy,weekday,2024-12-09 15:26:02,,
3rd Floor Study Area,15:31,other,medium,4,sunny,weekday,2024-12-09 15:31:01,,
Old Library Space,15:39,other,medium,1,sunny,weekday,2024-12-09 15:39:44,,
Business Faculty Study Area,15:39,phone,high,5,cloudy,weekday,2024-12-09 15:39:47,,
Library outdoor Space storage,15:44,phone,medium,3,sunny,weekday,2024-12-09 15:44:00,,
Bird Nest Canteen,15:45,laptop,medium,7,sunny,weekday,2024-12-09 15:45:33,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,15:55,document,high,3,sunny,weekday,2024-12-09 15:55:08,,
New Building Canteen,16:01,document,medium,7,cloudy,weekday,2024-12-09 16:01:49,,
P and S Cafeteria,16:19,bag,high,5,cloudy,weekday,2024-12-09 16:19:19,,
Basement Canteen,16:23,other,high,4,sunny,weekday,2024-12-09 16:23:30,,
New Building Bio Laboratory outside space Storage Cabins,16:33,other,medium,1,sunny,weekday,2024-12-09 16:33:02,,
Juice Bar,16:43,bag,medium,2,cloudy,weekday,2024-12-09 16:43:51,,
Study Area 4th Floor New Building,16:46,bag,high,4,cloudy,weekday,2024-12-09 16:46:44,,
Anohana Canteen,17:04,laptop,medium,4,rainy,weekday,2024-12-09 17:04:03,,
Bird Nest Canteen,17:13,wallet,high,7,sunny,weekday,2024-12-09 17:13:11,,
Library,17:33,phone,high,5,cloudy,weekday,2024-12-09 17:33:43,,
P and S Cafeteria,17:44,phone,high,10,sunny,weekday,2024-12-09 17:44:06,,
Business Faculty Study Area,18:19,document,low,5,sunny,weekday,2024-12-09 18:19:09,,
Old Library Space,18:20,wallet,low,2,sunny,weekday,2024-12-09 18:20:13,,
Bird Nest Study Area,18:46,document,low,3,sunny,weekday,2024-12-09 18:46:51,,
P and S Cafeteria,18:50,bag,low,7,stormy,weekday,2024-12-09 18:50:19,,
Study Area 4th Floor New Building,19:09,wallet,low,1,sunny,weekday,2024-12-09 19:09:08,,
3rd Floor Study Area,19:44,bag,low,4,sunny,weekday,2024-12-09 19:44:55,,
P and S Cafeteria,19:52,wallet,low,5,cloudy,weekday,2024-12-09 19:52:08,,
Library,20:37,laptop,low,4,sunny,weekday,2024-12-09 20:37:04,,
Old Library Space,08:28,keys,very_high,1,cloudy,weekday,2024-12-10 08:28:11,,
Bird Nest Canteen,08:30,laptop,very_high,7,sunny,weekday,2024-12-10 08:30:04,,
Library outdoor Space storage,08:35,keys,very_high,1,stormy,weekday,2024-12-10 08:35:51,,
Bird Nest Study Area,08:49,other,very_high,3,cloudy,weekday,2024-12-10 08:49:00,,
Library,08:57,other,very_high,1,sunny,weekday,2024-12-10 08:57:57,,
P and S Cafeteria,09:08,laptop,high,7,sunny,weekday,2024-12-10 09:08:18,,
Anohana Canteen,09:09,keys,high,7,rainy,weekday,2024-12-10 09:09:56,,
Bird Nest Canteen,09:30,laptop,high,3,sunny,weekday,2024-12-10 09:30:50,,
New Building Canteen,09:37,keys,high,2,sunny,weekday,2024-12-10 09:37:13,,
Juice Bar,09:42,bag,medium,4,rainy,weekday,2024-12-10 09:42:46,,
P and S Cafeteria,10:00,laptop,high,6,cloudy,weekday,2024-12-10 10:00:39,,
Business Faculty Study Area,10:03,bag,medium,6,cloudy,weekday,2024-12-10 10:03:43,,
Anohana Canteen,10:09,keys,medium,2,sunny,weekday,2024-12-10 10:09:48,,
3rd Floor Study Area,10:21,keys,high,1,sunny,weekday,2024-12-10 10:21:48,,
Basement Canteen,10:40,laptop,high,4,sunny,weekday,2024-12-10 10:40:35,,
Bird Nest Canteen,10:43,other,medium,7,rainy,weekday,2024-12-10 10:43:16,,
P and S Cafeteria,10:59,phone,high,9,sunny,weekday,2024-12-10 10:59:17,,
Bird Nest Study Area,11:03,laptop,high,1,sunny,weekday,2024-12-10 11:03:38,,
New Building Canteen,11:20,other,high,1,cloudy,weekday,2024-12-10 11:20:52,,
Study Area 4th Floor New Building,11:36,laptop,high,4,sunny,weekday,2024-12-10 11:36:04,,
Anohana Canteen,11:36,phone,high,5,sunny,weekday,2024-12-10 11:36:07,,
Library,11:44,keys,medium,3,sunny,weekday,2024-12-10 11:44:36,,
Juice Bar,11:46,laptop,high,3,sunny,weekday,2024-12-10 11:46:26,,
Old Library Space,11:47,bag,medium,3,cloudy,weekday,2024-12-10 11:47:02,,
New Building Bio Laboratory outside space Storage Cabins,12:02,wallet,very_high,1,sunny,weekday,2024-12-10 12:02:38,,
P and S Cafeteria,12:23,laptop,very_high,12,cloudy,weekday,2024-12-10 12:23:41,,
Basement Canteen,12:26,bag,very_high,2,sunny,weekday,2024-12-10 12:26:01,,
Bird Nest Canteen,12:31,other,very_high,10,sunny,weekday,2024-12-10 12:31:28,,
Business Faculty Study Area,12:31,keys,very_high,6,sunny,weekday,2024-12-10 12:31:40,,
Main Building 5th floor outside space Storage Cabin,12:33,bag,very_high,1,sunny,weekday,2024-12-10 12:33:26,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,12:42,wallet,very_high,1,rainy,weekday,2024-12-10 12:42:53,,
Anohana Canteen,12:49,other,very_high,5,sunny,weekday,2024-12-10 12:49:31,,
P and S Cafeteria,13:22,document,very_high,5,stormy,weekday,2024-12-10 13:22:06,,
Library outdoor Space storage,13:29,other,very_high,2,sunny,weekday,2024-12-10 13:29:53,,
New Building Canteen,13:32,document,very_high,4,cloudy,weekday,2024-12-10 13:32:20,,
3rd Floor Study Area,13:39,wallet,very_high,1,sunny,weekday,2024-12-10 13:39:44,,
Bird Nest Canteen,13:57,phone,very_high,6,rainy,weekday,2024-12-10 13:57:12,,
Basement Canteen,14:01,bag,high,1,stormy,weekday,2024-12-10 14:01:33,,
Juice Bar,14:04,bag,medium,5,rainy,weekday,2024-12-10 14:04:20,,
Anohana Canteen,14:04,phone,high,3,sunny,weekday,2024-12-10 14:04:59,,
Study Area 4th Floor New Building,14:11,other,high,3,rainy,weekday,2024-12-10 14:11:42,,
P and S Cafeteria,14:13,laptop,high,8,sunny,weekday,2024-12-10 14:13:03,,
Library,14:29,wallet,high,1,cloudy,weekday,2024-12-10 14:29:05,,
Bird Nest Study Area,14:41,keys,high,3,sunny,weekday,2024-12-10 14:41:44,,
New Building Canteen,14:58,other,high,4,sunny,weekday,2024-12-10 14:58:36,,
Bird Nest Canteen,15:13,wallet,high,8,sunny,weekday,2024-12-10 15:13:31,,
Old Library Space,15:24,phone,medium,4,sunny,weekday,2024-12-10 15:24:47,,
Anohana Canteen,15:28,laptop,high,6,cloudy,weekday,2024-12-10 15:28:03,,
Basement Canteen,15:29,other,high,4,sunny,weekday,2024-12-10 15:29:32,,
P and S Cafeteria,15:31,bag,high,9,sunny,weekday,2024-12-10 15:31:58,,
Business Faculty Study Area,15:44,other,medium,3,cloudy,weekday,2024-12-10 15:44:51,,
Juice Bar,15:45,bag,medium,6,cloudy,weekday,2024-12-10 15:45:31,,
Bird Nest Canteen,16:16,bag,high,4,sunny,weekday,2024-12-10 16:16:31,,
P and S Cafeteria,16:26,other,high,11,sunny,weekday,2024-12-10 16:26:41,,
Anohana Canteen,16:33,other,high,11,sunny,weekday,2024-12-10 16:33:03,,
Library,17:01,wallet,high,3,sunny,weekday,2024-12-10 17:01:18,,
P and S Cafeteria,17:16,laptop,high,11,cloudy,weekday,2024-12-10 17:16:30,,
Anohana Canteen,17:28,wallet,high,5,rainy,weekday,2024-12-10 17:28:42,,
3rd Floor Study Area,17:40,phone,high,1,cloudy,weekday,2024-12-10 17:40:59,,
Old Library Space,17:42,wallet,high,2,sunny,weekday,2024-12-10 17:42:21,,
Study Area 4th Floor New Building,17:49,laptop,medium,3,cloudy,weekday,2024-12-10 17:49:35,,
Bird Nest Canteen,17:51,keys,high,3,sunny,weekday,2024-12-10 17:51:42,,
Bird Nest Study Area,17:57,document,high,2,sunny,weekday,2024-12-10 17:57:32,,
Business Faculty Study Area,18:05,keys,low,4,cloudy,weekday,2024-12-10 18:05:09,,
P and S Cafeteria,18:23,bag,low,8,sunny,weekday,2024-12-10 18:23:02,,
P and S Cafeteria,19:19,laptop,low,8,sunny,weekday,2024-12-10 19:19:32,,
Library,20:08,keys,low,3,stormy,weekday,2024-12-10 20:08:08,,
Library,21:50,bag,low,4,stormy,weekday,2024-12-10 21:50:12,,
P and S Cafeteria,08:03,keys,very_high,8,sunny,weekday,2024-12-11 08:03:19,,
Library,08:08,bag,very_high,4,sunny,weekday,2024-12-11 08:08:58,,
Library outdoor Space storage,08:25,other,very_high,2,cloudy,weekday,2024-12-11 08:25:34,,
Bird Nest Study Area,08:31,wallet,very_high,3,stormy,weekday,2024-12-11 08:31:50,,
Bird Nest Canteen,08:35,other,very_high,11,stormy,weekday,2024-12-11 08:35:35,,
Study Area 4th Floor New Building,09:01,wallet,high,2,sunny,weekday,2024-12-11 09:01:27,,
Anohana Canteen,09:03,document,medium,6,sunny,weekday,2024-12-11 09:03:24,,
3rd Floor Study Area,09:04,wallet,high,3,sunny,weekday,2024-12-11 09:04:57,,
P and S Cafeteria,09:16,bag,medium,5,cloudy,weekday,2024-12-11 09:16:42,,
Library,09:52,keys,medium,5,cloudy,weekday,2024-12-11 09:52:02,,
Bird Nest Canteen,10:03,bag,high,4,rainy,weekday,2024-12-11 10:03:47,,
New Building Bio Laboratory outside space Storage Cabins,10:08,other,medium,1,sunny,weekday,2024-12-11 10:08:59,,
Anohana Canteen,10:14,document,high,9,stormy,weekday,2024-12-11 10:14:09,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,10:21,laptop,high,3,rainy,weekday,2024-12-11 10:21:45,,
P and S Cafeteria,10:26,other,medium,6,sunny,weekday,2024-12-11 10:26:07,,
Basement Canteen,10:30,keys,high,6,sunny,weekday,2024-12-11 10:30:56,,
Bird Nest Study Area,10:48,wallet,high,4,sunny,weekday,2024-12-11 10:48:45,,
Old Library Space,10:50,wallet,high,1,rainy,weekday,2024-12-11 10:50:07,,
New Building Canteen,10:55,other,high,6,cloudy,weekday,2024-12-11 10:55:54,,
Business Faculty Study Area,10:56,other,high,3,cloudy,weekday,2024-12-11 10:56:27,,
Juice Bar,11:12,bag,high,6,cloudy,weekday,2024-12-11 11:12:18,,
Bird Nest Canteen,11:21,bag,high,4,stormy,weekday,2024-12-11 11:21:50,,
Anohana Canteen,11:35,laptop,high,8,cloudy,weekday,2024-12-11 11:35:00,,
P and S Cafeteria,11:51,laptop,high,8,cloudy,weekday,2024-12-11 11:51:48,,
3rd Floor Study Area,12:10,document,very_high,4,sunny,weekday,2024-12-11 12:10:03,,
Library,12:12,wallet,very_high,1,stormy,weekday,2024-12-11 12:12:39,,
Basement Canteen,12:18,wallet,very_high,4,sunny,weekday,2024-12-11 12:18:17,,
Main Building 5th floor outside space Storage Cabin,12:26,wallet,very_high,1,stormy,weekday,2024-12-11 12:26:17,,
Bird Nest Canteen,12:52,wallet,very_high,10,cloudy,weekday,2024-12-11 12:52:12,,
Bird Nest Study Area,12:59,document,very_high,2,sunny,weekday,2024-12-11 12:59:22,,
Anohana Canteen,13:04,keys,very_high,8,stormy,weekday,2024-12-11 13:04:19,,
Study Area 4th Floor New Building,13:05,keys,very_high,2,sunny,weekday,2024-12-11 13:05:51,,
P and S Cafeteria,13:10,phone,very_high,5,stormy,weekday,2024-12-11 13:10:03,,
New Building Canteen,13:10,laptop,very_high,4,sunny,weekday,2024-12-11 13:10:50,,
Library outdoor Space storage,13:28,laptop,very_high,1,rainy,weekday,2024-12-11 13:28:46,,
Business Faculty Study Area,13:36,bag,very_high,2,stormy,weekday,2024-12-11 13:36:50,,
Juice Bar,13:37,other,very_high,4,rainy,weekday,2024-12-11 13:37:13,,
Basement Canteen,13:56,bag,very_high,1,cloudy,weekday,2024-12-11 13:56:29,,
Bird Nest Canteen,14:01,keys,medium,4,sunny,weekday,2024-12-11 14:01:23,,
Library,14:08,phone,high,1,sunny,weekday,2024-12-11 14:08:16,,
Old Library Space,14:14,other,medium,3,sunny,weekday,2024-12-11 14:14:00,,
Anohana Canteen,14:19,laptop,high,11,cloudy,weekday,2024-12-11 14:19:37,,
P and S Cafeteria,14:29,document,medium,8,sunny,weekday,2024-12-11 14:29:05,,
New Building Bio Laboratory outside space Storage Cabins,15:07,document,high,2,cloudy,weekday,2024-12-11 15:07:20,,
Bird Nest Canteen,15:13,wallet,high,6,stormy,weekday,2024-12-11 15:13:44,,
Juice Bar,15:21,keys,high,7,sunny,weekday,2024-12-11 15:21:10,,
New Building Canteen,15:26,wallet,medium,2,cloudy,weekday,2024-12-11 15:26:36,,
Basement Canteen,15:41,bag,high,3,stormy,weekday,2024-12-11 15:41:13,,
Anohana Canteen,15:48,keys,medium,6,stormy,weekday,2024-12-11 15:48:19,,
P and S Cafeteria,15:52,phone,medium,7,cloudy,weekday,2024-12-11 15:52:36,,
Old Library Space,16:24,document,high,5,sunny,weekday,2024-12-11 16:24:29,,
